SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,NEAREST_STN,NEAREST_SCH,NEAREST_SCH_DIST,MONTH_SOLD,YEAR_SOLD
Success,440000,3,2,2,495,124,2002,Cockburn Central Station,ATWELL COLLEGE,1.3793810281997525,12,2019
Warwick,680000,4,1,0,968,264,1983,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.5260664636791097,3,2020
Secret Harbour,440000,4,2,2,608,192,2006,Warnbro Station,COMET BAY COLLEGE,1.3326756168512417,12,2018
North Lake,275000,4,2,3,720,160,1987,Murdoch Station,NORTH LAKE SENIOR CAMPUS,0.9802442111418928,2,2005
Currambine,542000,4,2,0,511,179,1995,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.0007746187113489,8,2020
Viveash,360000,3,1,1,791,110,1967,Midland Station,LA SALLE COLLEGE,0.2669615506587809,4,2008
Balga,160000,3,1,1,816,107,1969,Warwick Station,BALGA SENIOR HIGH SCHOOL,0.24269458125356705,5,2020
Kelmscott,260000,3,2,2,303,121,2011,Kelmscott Station,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.5960505025313673,7,2019
Floreat,1865000,5,3,2,809,343,1954,Loch Street Station,NEWMAN COLLEGE,1.5301399276644283,4,2018
Eden Hill,515000,3,1,7,691,131,1978,Bassendean Station,HAMPTON SENIOR HIGH SCHOOL,1.6468283790489775,1,2016
Subiaco,1570000,3,2,2,293,257,2003,Subiaco Station,PERTH MODERN SCHOOL,1.6298514454135953,12,2019
Doubleview,840000,4,3,2,645,208,1955,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.4781723637821262,5,2020
Viveash,590000,3,2,2,973,157,1995,Midland Station,LA SALLE COLLEGE,0.3808539177552065,2,2016
Jandakot,505000,4,3,2,627,190,1990,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,0.7687883647881592,10,2017
Heathridge,495000,4,2,2,680,133,1986,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.6473630852600805,3,2017
Harrisdale,671000,4,2,3,608,258,2008,Cockburn Central Station,CAREY BAPTIST COLLEGE,0.7628877012325468,4,2018
Hammond Park,560000,4,2,2,608,245,2003,Cockburn Central Station,ATWELL COLLEGE,2.1697065052574644,7,2016
Gidgegannup,620000,3,1,4,20037,150,2004,Midland Station,MUNDARING CHRISTIAN COLLEGE,8.776579358631611,3,2014
Beldon,452000,3,1,1,714,128,1988,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.5081956071566494,8,2016
Brigadoon,775000,4,2,3,15027,226,2008,Midland Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,9.915581462908143,6,2012
Sinagra,425000,4,2,2,567,154,1995,Joondalup Station,WANNEROO SECONDARY COLLEGE,1.1648419683235345,9,2015
Kenwick,450000,4,2,2,515,121,1995,Madding,ST FRANCIS' SCHOOL,0.8275844128881226,7,2015
Jindalee,752000,4,2,3,688,225,2011,Butler Station,BUTLER COLLEGE,1.7509787037697724,7,2016
Champion Lakes,500000,4,2,2,448,271,2010,Kelmscott Station,KELMSCOTT SENIOR HIGH SCHOOL,1.831071444002991,2,2013
West Leederville,1210000,4,2,2,390,226,1958,Leederville Station,PERTH MODERN SCHOOL,1.0191330741254343,4,2019
Aveley,435000,4,2,2,357,175,1995,Midland Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.5050843371444858,4,2018
Craigie,388000,3,1,3,683,102,1974,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.554682606520995,10,2020
Parkwood,660000,5,2,2,814,170,1986,Thornlie Station,LYNWOOD SENIOR HIGH SCHOOL,1.186635259828799,4,2016
East Cannington,430000,3,1,1,688,79,1976,Beckenham Station,SEVENOAKS SENIOR COLLEGE,2.5663078964789503,9,2015
Innaloo,540000,3,1,1,342,123,1952,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,2.0058043801352867,1,2019
Huntingdale,315000,3,1,2,520,126,1992,Seaforth Station,SOUTHERN RIVER COLLEGE,1.0817761882699082,3,2020
Currambine,739000,4,2,2,760,257,1995,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,0.8704290023830789,6,2019
Shelley,1210000,5,3,6,794,246,1979,Bull Creek Station,CLONTARF ABORIGINAL COLLEGE,1.9695011765530752,7,2016
Mount Richon,765000,4,2,4,3430,273,2003,Armadale Station,ARMADALE SENIOR HIGH SCHOOL,0.7485726302393144,8,2017
Karrinyup,1050000,4,3,3,724,213,1975,Warwick Station,CARINE SENIOR HIGH SCHOOL,0.8665996172176851,10,2019
Karawara,581000,3,1,2,758,105,1977,Canning Bridge Station,COMO SECONDARY COLLEGE,0.6750005021274448,2,2010
Jindalee,810000,4,2,2,375,276,2015,Butler Station,BUTLER COLLEGE,2.9253161641170338,12,2015
Quinns Rocks,549000,4,2,2,647,172,1984,Butler Station,PETER MOYES ANGLICAN COMMUNITY SCHOOL,0.9512086974918506,9,2020
Beldon,535500,4,2,1,700,120,1985,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.1104881314540922,4,2016
High Wycombe,375000,4,2,1,716,145,1984,Midland Station,DARLING RANGE SPORTS COLLEGE,4.030707660670449,7,2019
Aubin Grove,700000,5,3,2,543,200,2011,Cockburn Central Station,ATWELL COLLEGE,2.8187150062777686,5,2017
Butler,370000,3,2,2,487,172,2005,Butler Station,BUTLER COLLEGE,0.4124218661856122,12,2018
Atwell,490000,4,2,2,530,191,2003,Cockburn Central Station,ATWELL COLLEGE,0.507907849714731,4,2020
Coolbellup,297500,3,2,2,330,185,1995,Murdoch Station,PERTH WALDORF SCHOOL,1.1707211196380698,8,2016
Glen Forrest,521000,3,1,2,2215,160,1971,Midland Station,HELENA COLLEGE,1.7291651935048216,3,2013
Woodlands,1370288,5,3,2,729,318,2009,Stirling Station,HALE SCHOOL,0.690066726799929,9,2018
Guildford,462000,3,1,0,364,119,1940,East Guildford Station,GUILDFORD GRAMMAR SCHOOL,0.7806704760791999,11,2012
Darlington,810000,4,3,3,2084,191,1955,Midland Station,HELENA COLLEGE,0.8655853552992361,5,2015
Coolbinia,1075000,3,1,1,818,453,1963,Glendalough Station,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.737492304766643,5,2013
Warnbro,280000,4,1,1,729,157,1988,Warnbro Station,LIVING WATERS LUTHERAN COLLEGE,0.5129035233176277,10,2020
Kallaroo,950000,4,2,2,960,230,1987,Whitfords Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.943328373363486,12,2018
Medina,228000,3,1,1,728,99,1953,Kwinana Station,GILMORE COLLEGE,1.6072206070164234,10,2015
Piara Waters,404000,3,2,2,416,150,2010,Cockburn Central Station,CAREY BAPTIST COLLEGE,2.1985690602015358,8,2018
Bibra Lake,489000,4,1,2,702,126,1991,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,1.2485540957858432,4,2018
Swan View,450000,3,1,1,809,146,1969,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.3404657022358328,9,2016
Bassendean,460000,3,2,0,728,179,1984,Ashfield Station,HAMPTON SENIOR HIGH SCHOOL,0.8843382452149823,7,2020
High Wycombe,435000,4,2,4,399,157,2014,Midland Station,DARLING RANGE SPORTS COLLEGE,2.7184629217039573,5,2018
Pearsall,570000,4,2,2,640,201,2004,Edgewater Station,ALTA-1,1.102051717229077,9,2015
East Fremantle,2100000,4,3,4,656,267,1920,North Fremantle Station,JOHN CURTIN COLLEGE OF THE ARTS,1.3031200952544049,5,2019
Greenmount,710000,4,1,1,3303,167,1912,Midland Station,HELENA COLLEGE,2.345046685435752,9,2016
Lesmurdie,635000,4,2,3,1200,203,1995,Madding,ST BRIGID'S COLLEGE,0.9177158086762168,11,2017
Karawara,718880,3,2,2,792,153,1981,Canning Bridge Station,COMO SECONDARY COLLEGE,0.7972326215075788,10,2014
Landsdale,595000,4,2,2,521,280,2008,Greenwood Station,LANDSDALE CHRISTIAN SCHOOL,1.2213283674865183,10,2018
Champion Lakes,200000,4,2,0,466,175,2013,Kelmscott Station,KELMSCOTT SENIOR HIGH SCHOOL,1.9333379606562584,9,2012
Atwell,475000,3,1,2,760,121,1994,Cockburn Central Station,ATWELL COLLEGE,0.7340457740201791,12,2016
Ferndale,488000,4,1,1,341,133,1973,Thornlie Station,FOUNTAIN COLLEGE,0.1512010857289154,10,2015
Seville Grove,375000,4,2,3,736,147,1990,Sherwood Station,CECIL ANDREWS COLLEGE,0.6222687053319508,10,2017
Alkimos,385000,3,2,2,390,134,2013,Butler Station,BUTLER COLLEGE,5.881962377970048,5,2018
Ridgewood,400000,4,2,2,544,189,2006,Butler Station,ALKIMOS BAPTIST COLLEGE,0.8360670074165373,9,2018
The Vines,615000,4,2,2,716,276,2008,Midland Station,HOLY CROSS COLLEGE,4.7768851122075935,4,2017
Glen Forrest,380000,2,1,0,1013,105,1948,Midland Station,HELENA COLLEGE,0.936903686645252,10,2013
The Vines,779000,4,2,4,1095,242,2004,Midland Station,HOLY CROSS COLLEGE,4.0543773393692595,7,2019
Kenwick,265000,3,1,2,280,99,2004,Kenwick Station,COMMUNICARE ACADEMY,0.8253374340989446,2,2019
Mosman Park,2425000,4,3,2,736,334,2011,Vic,IONA PRESENTATION COLLEGE,1.3198760531707576,4,2020
Subiaco,950000,3,2,2,253,190,2002,Subiaco Station,PERTH MODERN SCHOOL,1.0431175812311826,3,2020
Haynes,167000,4,2,2,340,173,2015,Armadale Station,DALE CHRISTIAN SCHOOL,0.9337273752491678,2,2014
Port Kennedy,300000,3,1,1,824,138,1992,Warnbro Station,WARNBRO COMMUNITY HIGH SCHOOL,2.4613630973155605,4,2020
Madeley,590000,4,2,2,618,146,2003,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,1.3071090866150628,4,2020
Embleton,582500,3,2,2,448,143,1962,Bayswater Station,CHISHOLM CATHOLIC COLLEGE,0.5454130814161087,8,2016
Brookdale,330000,4,2,2,808,135,1992,Armadale Station,DALE CHRISTIAN SCHOOL,1.020201750635643,3,2020
Mariginiup,1100000,4,2,2,10040,323,2000,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,3.765748103527165,3,2012
Calista,320000,3,1,5,810,170,1966,Wellard Station,GILMORE COLLEGE,1.0519769788613684,11,2013
Boya,865000,4,2,2,2001,282,2009,Midland Station,TREETOPS MONTESSORI SCHOOL,2.608621812753096,3,2015
Henley Brook,450000,4,2,2,524,189,2002,East Guildford Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.0445999201724094,12,2012
Currambine,470000,4,2,2,519,183,1995,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.8160807100757663,3,2017
Hamilton Hill,680000,3,1,1,728,201,1970,Fremantle Station,PORT SCHOOL,0.8504479115771659,1,2020
Warwick,765000,4,2,2,764,219,1985,Warwick Station,GREENWOOD COLLEGE,1.4329512672122846,3,2017
Karawara,720000,3,2,2,643,196,2002,Canning Bridge Station,COMO SECONDARY COLLEGE,1.2068297630971665,2,2014
Hilbert,375000,3,2,2,340,125,2012,Armadale Station,DALE CHRISTIAN SCHOOL,2.5013869779465767,9,2015
Hammond Park,480000,4,2,2,451,150,2005,Cockburn Central Station,ATWELL COLLEGE,2.9385564933805184,12,2019
Darch,612500,4,2,2,575,269,2006,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,0.5854688062731489,5,2017
Canning Vale,687000,4,2,2,662,271,2000,Thornlie Station,PROVIDENCE CHRISTIAN COLLEGE,1.0708081062282424,5,2020
Ferndale,442000,3,1,1,756,130,1974,Thornlie Station,FOUNTAIN COLLEGE,0.2616101860306056,1,2018
Carramar,845000,4,2,4,10637,228,1995,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,1.943000153441647,6,2019
Koondoola,475000,3,1,2,684,204,1984,Warwick Station,MERCY COLLEGE,0.6647318795954609,12,2014
Mount Nasura,695000,4,2,2,2804,240,2000,Sherwood Station,SOWILO COMMUNITY HIGH SCHOOL,1.5903036300987459,1,2015
Cooloongup,300000,4,2,2,699,196,1994,Rockingham Station,SOUTH COAST BAPTIST COLLEGE,2.404116786517434,12,2017
Merriwa,259000,3,1,1,615,106,1995,Butler Station,ALKIMOS BAPTIST COLLEGE,0.8379193444289994,1,2020
Gwelup,920000,4,2,2,540,206,2000,Warwick Station,BALCATTA SENIOR HIGH SCHOOL,1.555134695677416,10,2015
Wanneroo,1495000,4,2,2,4000,375,2013,Edgewater Station,WANNEROO SECONDARY COLLEGE,1.2179116181758731,6,2018
Bertram,326000,4,2,2,360,140,1995,Kwinana Station,THE KING'S COLLEGE,1.4276266241823203,9,2019
Forrestfield,425000,4,2,2,619,189,2007,Midland Station,HILLSIDE CHRISTIAN COLLEGE,0.3900638024622614,10,2019
Kensington,885000,2,1,0,506,150,1938,Canning Bridge Station,PENRHOS COLLEGE,1.0105453005689249,1,2020
Parkerville,500000,4,2,2,2183,166,1993,Midland Station,MUNDARING CHRISTIAN COLLEGE,4.498685512913488,8,2015
Yanchep,360000,4,2,2,451,168,2014,Butler Station,YANCHEP SECONDARY COLLEGE,2.302415419584769,12,2018
Banksia Grove,312000,3,1,1,450,103,1999,Clarkson Station,JOSEPH BANKS SECONDARY COLLEGE,1.476379095485567,9,2018
Bibra Lake,450000,3,2,1,312,138,1995,Cockburn Central Station,PERTH WALDORF SCHOOL,1.664544517294825,7,2018
Queens Park,475000,3,2,0,420,168,2008,Canning,ST NORBERT COLLEGE,1.2226162060134047,3,2017
Helena Valley,785000,4,2,2,655,244,2008,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,2.916971252333362,11,2014
Yanchep,510000,4,2,2,586,232,2012,Butler Station,YANCHEP SECONDARY COLLEGE,2.1449680591147624,6,2019
Ballajura,410000,5,2,4,510,168,1995,Bayswater Station,BALLAJURA COMMUNITY COLLEGE,1.4707792336509269,2,2020
Caversham,490000,4,2,2,459,193,1995,Guildford Station,GOVERNOR STIRLING SENIOR HIGH SCHOOL,3.10241328772135,6,2017
Kenwick,835000,5,2,2,1518,300,1996,Madding,ST FRANCIS' SCHOOL,1.1852753814743175,6,2016
Waterford,730000,5,2,2,826,232,1988,Canning Bridge Station,CLONTARF ABORIGINAL COLLEGE,0.9781285407308872,11,2016
Burns Beach,710000,4,2,2,551,237,2012,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.4795437171827217,12,2018
Success,460000,4,2,2,508,190,2007,Cockburn Central Station,ATWELL COLLEGE,2.042745713827339,4,2020
Glendalough,430000,2,1,1,228,89,1992,Glendalough Station,BOLD PARK COMMUNITY SCHOOL,0.7662853467960266,1,2015
Darch,597000,4,2,2,558,164,2005,Whitfords Station,ASHDALE SECONDARY COLLEGE,0.8446318386474682,8,2015
Mount Claremont,1350000,4,2,2,663,252,1996,Claremont Station,JOHN XXIII COLLEGE,0.5363043139467529,6,2019
Bertram,362000,4,2,2,619,144,2003,Kwinana Station,THE KING'S COLLEGE,1.1488191802386851,8,2017
Rossmoyne,2245000,5,3,3,980,432,2002,Bull Creek Station,ROSSMOYNE SENIOR HIGH SCHOOL,1.2054364737850929,11,2016
South Lake,430000,4,2,2,745,204,1996,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,0.7921026228339587,5,2020
Kingsley,530000,5,2,2,762,212,1989,Greenwood Station,ST STEPHEN'S SCHOOL,1.0881391078874043,2,2019
Kenwick,255000,3,1,1,683,140,1974,Kenwick Station,COMMUNICARE ACADEMY,0.6084906006716332,9,2017
South Fremantle,1160000,3,1,2,527,107,1995,Fremantle Station,FREMANTLE COLLEGE,1.3817987366609528,12,2016
North Lake,740500,4,2,0,616,233,1995,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,1.37560368240969,6,2020
Two Rocks,350000,3,1,3,810,140,1989,Butler Station,YANCHEP SECONDARY COLLEGE,7.665180041618648,5,2018
Guildford,1250000,4,3,2,767,392,2007,East Guildford Station,GUILDFORD GRAMMAR SCHOOL,0.4382393339233211,11,2014
Currambine,405000,3,2,2,510,163,1998,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.6440756729196233,10,2018
Bedfordale,829000,4,3,7,12318,239,1976,Armadale Station,SOUTHERN HILLS CHRISTIAN COLLEGE,2.4384497467485957,5,2014
Mosman Park,1525000,4,3,2,404,255,2004,Vic,IONA PRESENTATION COLLEGE,1.3475050828815014,7,2018
Hazelmere,525000,2,1,0,2025,100,1952,Woodbridge Station,GUILDFORD GRAMMAR SCHOOL,1.4156769395761124,12,2012
North Beach,1000000,3,1,1,528,132,1960,Warwick Station,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.5279629594018538,7,2017
Stratton,380000,3,1,2,523,124,1995,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.685273537839005,7,2014
Wooroloo,415000,4,2,0,2427,165,2004,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,11.704877613705811,7,2009
Guildford,465000,2,2,1,450,149,1997,East Guildford Station,GUILDFORD GRAMMAR SCHOOL,0.4972303203037846,6,2012
Ascot,700000,4,2,2,350,219,1998,Bayswater Station,BELMONT CITY COLLEGE,2.787877228977784,11,2017
Kwinana Town Centre,145000,3,2,2,203,112,2015,Wellard Station,GILMORE COLLEGE,0.4584416271979637,3,2013
Koongamia,360000,3,1,2,655,105,1965,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.428645357772602,5,2014
Calista,310000,3,2,0,654,65,1954,Wellard Station,GILMORE COLLEGE,1.2054074632917071,11,2015
Bibra Lake,485000,4,2,2,860,137,1993,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,1.560146418655203,12,2016
Wanneroo,590000,4,2,2,683,229,1998,Edgewater Station,ALTA-1,1.0806889392359256,7,2020
Yangebup,645000,4,2,3,640,260,2005,Cockburn Central Station,DIVINE MERCY COLLEGE,1.7125402810350454,9,2017
Stratton,350000,5,2,2,576,175,1995,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.057179251768395,8,2018
Merriwa,322000,3,1,1,599,108,1995,Butler Station,ALKIMOS BAPTIST COLLEGE,0.608316279101598,1,2016
Leeming,900000,4,2,2,732,277,1979,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,0.8371891698116434,5,2019
Beldon,505000,3,1,1,688,124,1980,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.314427321078951,12,2014
Atwell,595000,4,2,2,611,249,1995,Cockburn Central Station,ATWELL COLLEGE,1.0231668711557664,7,2019
Atwell,510000,3,2,2,201,163,2008,Cockburn Central Station,ATWELL COLLEGE,1.075645618782697,11,2018
Connolly,600000,4,2,2,845,212,1990,Joondalup Station,LAKE JOONDALUP BAPTIST COLLEGE,0.7665630247780667,5,2015
Mount Helena,560000,4,2,0,2002,217,2010,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,1.0151788510502844,7,2018
Mount Hawthorn,785000,3,1,2,378,110,1937,Leederville Station,ARANMORE CATHOLIC COLLEGE,0.5515849077214771,9,2019
Darlington,535000,4,1,2,2306,164,1970,Midland Station,TREETOPS MONTESSORI SCHOOL,1.4138699605680296,5,2020
Chidlow,660000,4,2,2,20001,158,1995,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,4.525314553933915,10,2015
Lathlain,767500,4,1,1,1012,142,1980,Burswood Station,URSULA FRAYNE CATHOLIC COLLEGE,0.9891214304131304,2,2015
Baldivis,260000,3,2,2,343,115,2011,Warnbro Station,BALDIVIS SECONDARY COLLEGE,0.7503987850689284,9,2020
Carramar,477000,4,2,2,616,151,1999,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,2.362092133416664,6,2017
Huntingdale,385000,4,2,2,614,143,1999,Thornlie Station,SOUTHERN RIVER COLLEGE,1.6926499046749857,5,2018
Hillman,320000,3,1,2,683,99,1974,Rockingham Station,KOLBE CATHOLIC COLLEGE,1.1742213628087637,6,2014
Greenmount,375000,3,1,2,1012,99,1992,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.6373718448102217,5,2019
Lesmurdie,705000,4,2,2,1011,142,1969,Madding,ST BRIGID'S COLLEGE,0.7255212281564558,10,2017
Port Kennedy,370000,4,2,2,600,191,2004,Warnbro Station,WARNBRO COMMUNITY HIGH SCHOOL,2.604808793671491,5,2018
Mirrabooka,392500,3,1,1,688,112,1987,Warwick Station,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.4103945078914411,6,2016
Bertram,285000,3,2,2,311,106,2012,Kwinana Station,THE KING'S COLLEGE,1.7998181351865303,11,2017
Langford,362000,3,1,1,709,107,1975,Thornlie Station,LANGFORD ISLAMIC COLLEGE,1.1710461748640637,4,2016
Sinagra,405000,4,2,2,391,157,2010,Joondalup Station,WANNEROO SECONDARY COLLEGE,2.4243860889201256,11,2016
Safety Bay,270000,3,2,0,683,123,1978,Rockingham Station,SAFETY BAY SENIOR HIGH SCHOOL,0.4102078166387753,8,2018
Aubin Grove,580000,4,2,2,576,234,2008,Cockburn Central Station,ATWELL COLLEGE,2.826816624211113,11,2017
Middle Swan,329000,3,1,1,590,92,1991,Midland Station,SWAN CHRISTIAN COLLEGE,1.6584942576214827,2,2013
Alexander Heights,545000,5,2,2,727,200,1990,Greenwood Station,LANDSDALE CHRISTIAN SCHOOL,1.972602687199068,7,2017
Yangebup,460000,4,2,1,718,181,1986,Cockburn Central Station,DIVINE MERCY COLLEGE,1.4351117543021017,9,2017
Karawara,610000,5,2,2,721,201,1980,Canning Bridge Station,COMO SECONDARY COLLEGE,0.59982616906116,5,2009
Burns Beach,755000,4,2,3,700,253,2009,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.3910610361837,2,2020
Carine,1049000,4,2,6,727,289,1985,Warwick Station,CARINE SENIOR HIGH SCHOOL,0.9529062505424978,9,2016
Alkimos,550000,4,2,4,415,177,2015,Butler Station,BUTLER COLLEGE,4.196646238588081,10,2018
Bibra Lake,575000,5,2,1,733,202,1980,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,1.836275015835637,6,2020
Yangebup,479000,5,2,3,627,167,1992,Cockburn Central Station,DIVINE MERCY COLLEGE,0.2769580461366904,8,2019
Jane Brook,620001,4,2,2,1001,219,1998,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.1616861646711647,12,2015
Currambine,529000,4,2,2,443,118,1998,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,1.75694995738496,11,2020
Forrestdale,350000,3,1,2,827,136,1986,Armadale Station,CAREY BAPTIST COLLEGE,4.525669291304123,9,2015
Churchlands,1355000,4,2,0,808,199,1980,Shen,NEWMAN COLLEGE,1.340257396842616,8,2018
Waterford,559900,3,2,0,450,178,2015,Canning Bridge Station,CLONTARF ABORIGINAL COLLEGE,0.2619797102734837,8,2011
Byford,388000,3,2,0,434,161,2013,Armadale Station,BYFORD SECONDARY COLLEGE,0.951262665269332,10,2020
Bertram,387000,4,2,2,540,140,2002,Kwinana Station,THE KING'S COLLEGE,1.4243120568541694,2,2016
Warwick,578000,4,1,2,769,182,1972,Warwick Station,WARWICK SENIOR HIGH SCHOOL,0.9909551578363628,3,2016
Gooseberry Hill,735000,4,2,4,1925,202,1970,Midland Station,KALAMUNDA SENIOR HIGH SCHOOL,2.7597871235774902,10,2017
Burns Beach,591000,4,2,2,480,209,2011,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.0799224204735314,4,2019
Leda,403000,4,2,2,626,148,2010,Wellard Station,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.2424905967064137,6,2015
Greenmount,470000,4,2,0,827,155,1989,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.0676192020442314,3,2014
Bentley,555000,4,2,2,596,196,2001,Queens Park Station,ST NORBERT COLLEGE,1.0690612655679357,2,2020
Bedfordale,655000,4,2,8,4439,245,2006,Armadale Station,SOUTHERN HILLS CHRISTIAN COLLEGE,3.5265439916737265,2,2017
Beldon,372115,3,1,1,464,88,1987,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.7478952012922342,2,2017
Churchlands,1400000,5,3,2,707,291,1995,Glendalough Station,CHURCHLANDS SENIOR HIGH SCHOOL,0.6421641778120017,4,2015
Rossmoyne,1505000,5,3,7,961,327,1990,Bull Creek Station,AQUINAS COLLEGE,1.2621769513040129,11,2014
Kenwick,390000,4,2,2,690,162,1996,Madding,REHOBOTH CHRISTIAN COLLEGE,0.8139263732226679,2,2020
Mariginiup,840000,4,2,2,11997,219,1995,Clarkson Station,JOSEPH BANKS SECONDARY COLLEGE,2.8464478665575914,6,2009
Willagee,840000,3,1,2,784,225,1995,Bull Creek Station,MELVILLE SENIOR HIGH SCHOOL,0.7622473311650061,6,2020
Joondalup,800000,4,2,3,1000,244,2003,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.6292581569373459,11,2019
Morley,425000,3,2,2,728,146,1973,Bayswater Station,HAMPTON SENIOR HIGH SCHOOL,1.891934294269653,3,2020
Forrestdale,417000,3,1,2,944,125,1984,Armadale Station,CAREY BAPTIST COLLEGE,4.2606703170066895,3,2014
Shelley,1110000,3,1,1,1405,171,1963,Canning Bridge Station,CLONTARF ABORIGINAL COLLEGE,1.2130918471833023,10,2016
Bertram,307000,3,2,2,448,160,2008,Kwinana Station,THE KING'S COLLEGE,1.2982207239633812,5,2020
Heathridge,535000,4,2,2,675,152,1999,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.0563865142072375,3,2018
Butler,440000,4,2,2,519,187,2009,Butler Station,BUTLER COLLEGE,1.284837987149778,11,2020
Parkwood,500000,4,2,2,723,167,1995,Thornlie Station,LYNWOOD SENIOR HIGH SCHOOL,1.0079426991621443,10,2019
Kelmscott,520000,4,2,0,923,246,2003,Challis Station,SOWILO COMMUNITY HIGH SCHOOL,0.7450444576913249,8,2020
Carine,850000,4,2,2,714,179,1983,Warwick Station,CARINE SENIOR HIGH SCHOOL,0.4163912623818413,10,2017
Bayswater,730000,3,1,5,728,133,1969,Bayswater Station,CHISHOLM CATHOLIC COLLEGE,2.1492323140342746,7,2019
Landsdale,672500,4,2,2,582,224,2010,Greenwood Station,LANDSDALE CHRISTIAN SCHOOL,0.9485437785936116,1,2019
